MutationType	CPCT02070011T	CPCT02020317T	CPCT02010352T	CPCT02010362T	CPCT02010366T	CPCT02010383T	CPCT02050049T	CPCT02020350T	CPCT02060023T	CPCT02080030T	CPCT02060010T	CPCT02040037T	CPCT02070018T	CPCT02080041T	CPCT02070029T	CPCT02060033T	CPCT02020399T	CPCT02140024T	CPCT02080050T	CPCT02030293T	CPCT02010441T	CPCT02090030T	CPCT02010718T	CPCT02020653T	CPCT02340008TII	CPCT02020876T	CPCT02370016T	CPCT02070275T	CPCT02011028T	CPCT02230072T	CPCT02130028T	CPCT02060182T	CPCT02020657T	DRUP01090026T	CPCT02130029T	CPCT02340010TII	DRUP01020022T	CPCT02120103T	CPCT02300030T	CPCT02150044T	CPCT02020920T	CPCT02080192T	CPCT02130170T	CPCT02260014T	CPCT02020922T	CPCT02011072T	CPCT02010758T	WIDE01010006T	CPCT02040220T	CPCT02100157T	CPCT02230088T	CPCT02130178T	WIDE01010017T	WIDE01010025T	WIDE01010028T	WIDE01010012T	WIDE01010031T	CPCT02020956T	CPCT02010774T	CPCT02010756T	WIDE01010045T	CPCT02080204T	WIDE01010037T	WIDE01010056T	CPCT02070298T	WIDE01010594T	WIDE01010078T	CPCT02130054T	CPCT02040228T	WIDE01010051T	CPCT02050319T	CPCT02020689T	WIDE01010043T	WIDE01010112T	WIDE01010092T	WIDE01010119T	CPCT02170022T	WIDE01010120T	WIDE01010127T	CPCT02300036T	WIDE01010146T	CPCT02070309T	WIDE01010157T	WIDE01010170T	CPCT02020696T	CPCT02030471T	CPCT02130032T	CPCT02070310T	WIDE01010164T	WIDE01010190T	WIDE01010182T	DRUP01050040TII	WIDE01010225T	CPCT02050348T	WIDE01010275T	CPCT02010810T	CPCT02060206T	WIDE01010284T	WIDE01010330T	WIDE01010312T	WIDE01010317T	WIDE01010337T	CPCT02220043T	CPCT02130094T	WIDE01010329T	WIDE01010331T	CPCT02010828T	WIDE01010101T	WIDE01010349T	WIDE01010342T	WIDE01010359T	WIDE01010370T	WIDE01010369T	CPCT02340084T	DRUP01030015T	CPCT02060236T	CPCT02120125T	CPCT02230098T	DRUP01090015T	WIDE01010401T	CPCT02230105T	CPCT02080223T	CPCT02020730T	CPCT02010831T	WIDE01010428T	CPCT02290039T	CPCT02010843T	CPCT02130103T	CPCT02070337T	WIDE01010440T	WIDE01010404T	CPCT02080229T	CPCT02050363T	CPCT02040250T	CPCT02040251T	CPCT02260022T	CPCT02340090T	CPCT02450013T	CPCT02070347T	CPCT02060140T	CPCT02020720T	CPCT02230109T	DRUP01090019T	CPCT02120144T	CPCT02080240T	CPCT02130125T	CPCT02070355T	CPCT02010872T	CPCT02010878T	CPCT02090054T	CPCT02330117T	CPCT02170031T	CPCT02020765T	CPCT02010851T	CPCT02020756T	DRUP01170001T	WIDE01010617T	WIDE01010627T	CPCT02030502T	CPCT02030507T	WIDE01010595T	CPCT02040273T	CPCT02030520T	CPCT02110075T	CPCT02290050T	CPCT02290053T	CPCT02080257T	CPCT02290054T	CPCT02080256T	CPCT02030497T	DRUP01290001T	CPCT02070372T	CPCT02290051T	CPCT02020815T	CPCT02040271T	CPCT02130154T	CPCT02120164T	CPCT02020797T	DRUP01010099T	CPCT02340104T	CPCT02380018T	CPCT02340010TIII	CPCT02060033TII	CPCT02020582T	DRUP01050040T	CPCT02180041T	CPCT02060137T	CPCT02070403T	CPCT02050264T	CPCT02060143T	CPCT02010988T	CPCT02010993T	CPCT02450003T	CPCT02230049T	CPCT02010995T	CPCT02010878TII	CPCT02010656T	CPCT02010645T	DRUP01330016T	DRUP01080005T	CPCT02020879T	DRUP01090004T	CPCT02020613T	DRUP01110006T	CPCT02010993TII	CPCT02060125T	CPCT02010647T	CPCT02170013T	CPCT02170009T	CPCT02170012T	CPCT02020608T	CPCT02010653T	CPCT02230061T	CPCT02050282T	CPCT02010560T	CPCT02380007T	CPCT02380006T	CPCT02080105T	CPCT02340010T	CPCT02010574T	CPCT02180026T	CPCT02100074T	CPCT02120018T	CPCT02380008T	CPCT02170003T	CPCT02020523T	CPCT02060081T	CPCT02110035T	CPCT02080118T	CPCT02010589T	CPCT02030349T	CPCT02110039T	CPCT02030353T	CPCT02020540T	CPCT02010611T	CPCT02010608T	CPCT02330041T	CPCT02380013T	CPCT02010613T	CPCT02010577T	CPCT02050202T	CPCT02020559T	CPCT02050213T	CPCT02020568T	CPCT02030364T	CPCT02050192T	CPCT02010596T	CPCT02030365T	DRUP01010036T	CPCT02230043T	CPCT02080135T	CPCT02050229T	CPCT02010632T	CPCT02020579T	CPCT02020587T	CPCT02070040T	CPCT02070050T	CPCT02300004T	CPCT02020424T	CPCT02020433T	CPCT02010466T	CPCT02010454T	CPCT02140036T	CPCT02010350T	CPCT02100039T	CPCT02050106T	CPCT02020415T	CPCT02180014T	CPCT02090006T	CPCT02020444T	CPCT02030314T	CPCT02190010T	DRUP01010013T	CPCT02080086T	CPCT02010438T	CPCT02190012T	CPCT02010486T	CPCT02060077T	CPCT02020491T	CPCT02010538T	CPCT02170001T	CPCT02170002T	CPCT02050142T	CPCT02080071T	CPCT02020499T	CPCT02340008T	CPCT02020505T	CPCT02080158T	CPCT02010571T	CPCT02380010T	CPCT02110047T	CPCT02030425T	CPCT02080168T	CPCT02020641T	CPCT02230065T	CPCT02330074T	CPCT02010697T	CPCT02090028T	CPCT02450008T	CPCT02010688T	CPCT02020646T	CPCT02010704T	CPCT02010705T	CPCT02250003T	CPCT02010698T	WIDE01010622T	WIDE01010631T	WIDE01010635T	WIDE01010636T	WIDE01010658T	WIDE01010504T	WIDE01010493T	WIDE01010304T	WIDE01010568T	WIDE01010464T	WIDE01010467T	WIDE01010486T	WIDE01010516T	WIDE01010510T	WIDE01010583T	WIDE01010566T	WIDE01010578T	WIDE01010599T	WIDE01010604T	WIDE01010614T	WIDE01010662T	WIDE01010672T	WIDE01010686T	WIDE01010532T	WIDE01010703T	WIDE01010712T	WIDE01010721T	WIDE01010663T
Del(3,):U(3,):R(3,)	42	13	1	2	0	5	2	3	11	7	14	6	8	3	14	12	16	42	1	4	256	8	10	4	1	6	6	4	7	238	4	0	4	10	6	61	5	3	2	3	3	3	8	11	1	0	1	3	5	18	23	2	7	2	24	6	14	1	1	5	2	6	18	10	7	2	1	5	3	8	7	5	6	10	1	8	6	1	12	9	3	3	13	4	3	10	4	16	6	4	9	5	3	5	4	2	9	0	3	11	9	10	11	5	11	6	5	10	2	4	2	2	4	4	11	7	9	6	3	7	4	4	1	6	4	25	3	5	13	1	2	5	3	0	7	10	10	7	6	16	1	10	11	1	5	9	0	6	2	44	10	9	1	2	4	5	11	4	3	4	12	5	8	18	6	6	6	1	7	8	27	3	2	10	1	4	13	2	23	5	8	61	14	9	5	4	2	0	7	10	5	5	8	7	7	2	3	2	13	13	5	10	2	9	3	8	5	21	6	4	7	5	16	11	1	2	14	16	66	3	11	13	5	9	1	9	7	7	5	1	207	5	15	10	1	3	14	1	2	8	6	11	2	2	2	1	1	2	3	11	4	1	3	6	5	13	12	6	6	2	5	6	7	6	26	8	0	5	3	4	1	11	5	10	0	10	3	9	27	2	9	2	7	7	3	7	5	3	8	13	18	12	4	1	6	12	1	18	12	2	6	4	2	8	1	9	13	14	10	4	2	2	4	2	10	1	1	10	9	8	25	243	10	16	8	8	9	2	10	5	4	1	8
Ins(2,4):R0	40	8	5	10	5	2	1	7	23	35	25	72	10	5	12	27	32	17	11	10	151	11	15	8	10	3	7	17	21	370	16	5	4	8	9	21	16	9	6	11	8	13	7	42	5	4	14	6	13	20	90	5	23	5	26	10	44	6	10	11	7	5	37	28	17	7	8	20	11	27	9	11	10	19	6	12	7	10	58	16	8	9	41	13	5	17	7	72	20	7	29	82	9	9	11	9	49	12	6	54	34	20	58	18	49	7	22	29	4	15	6	4	6	25	20	11	28	57	10	9	11	35	9	42	6	46	13	28	23	6	38	7	19	6	9	24	17	18	19	10	9	30	12	6	7	14	8	8	22	50	17	30	13	6	8	24	16	6	10	9	30	12	12	31	11	12	8	9	10	38	41	6	7	64	5	11	48	6	14	8	26	27	24	10	35	21	4	11	12	25	8	14	13	41	6	28	4	6	78	69	18	25	9	10	10	18	10	10	14	10	5	6	22	31	7	7	28	50	25	12	25	13	19	13	9	8	8	10	15	5	120	16	37	19	3	11	60	3	9	15	10	15	13	5	6	11	14	12	18	17	20	18	3	8	17	36	21	11	11	9	10	8	13	7	56	13	8	13	10	19	0	4	9	43	4	17	14	18	77	9	7	5	8	42	4	7	7	20	11	31	40	20	8	5	12	16	13	66	25	12	11	5	11	178	13	26	17	37	13	15	9	7	3	4	46	7	7	17	18	13	11	128	16	13	19	24	9	9	21	13	2	13	11
Ins(5,):R0	44	28	13	11	9	35	22	17	14	129	28	94	22	29	16	46	50	52	35	24	234	50	56	60	66	12	49	53	20	380	62	26	46	16	28	102	15	38	46	11	19	70	16	53	11	8	58	14	36	52	135	11	21	19	30	38	48	11	19	39	15	25	34	27	18	15	14	56	36	23	55	54	12	22	16	13	58	13	46	32	3	38	32	14	39	117	61	69	24	13	33	55	34	21	13	28	118	13	7	52	44	32	91	30	61	15	47	33	12	17	13	9	14	20	25	47	32	63	29	20	34	64	51	46	15	97	55	62	59	10	41	45	61	38	46	22	18	36	45	25	25	67	28	13	14	26	25	24	54	56	21	43	50	52	40	42	16	9	16	33	21	20	27	60	51	33	22	23	50	67	84	33	66	60	69	14	80	34	36	30	92	114	122	28	26	55	19	10	50	46	29	18	31	82	29	36	41	40	51	220	10	45	32	20	18	84	61	66	69	65	69	63	56	61	12	17	22	36	32	19	25	32	32	14	80	24	19	26	7	17	176	48	57	42	15	14	36	13	19	43	46	49	58	15	45	87	41	43	72	23	81	31	31	36	80	97	35	29	15	15	17	12	15	16	45	14	15	13	23	42	12	20	15	37	15	22	25	18	68	24	14	18	21	42	27	17	13	50	79	35	60	35	15	54	43	80	52	98	53	20	22	73	47	41	22	26	17	28	20	17	13	20	10	8	46	7	7	18	18	11	21	114	27	32	27	44	22	17	14	18	16	18	15
Ins(2,4):R1	26	3	3	1	2	2	2	5	13	21	16	10	9	9	6	16	20	8	3	6	30	6	4	5	5	0	6	2	10	104	5	2	2	6	3	16	4	6	4	1	8	6	9	12	4	1	5	6	5	9	40	2	12	3	25	7	22	6	3	5	5	6	22	19	6	8	7	4	3	8	5	9	3	8	3	5	5	4	40	7	1	3	24	7	1	9	7	18	10	3	11	18	3	4	11	3	21	3	3	16	5	4	20	12	17	3	7	13	7	2	2	3	5	6	9	2	8	6	3	4	0	8	8	20	6	27	2	14	8	2	4	5	11	5	6	6	6	4	8	3	2	8	14	5	8	10	4	3	10	23	9	18	3	2	1	9	5	4	2	3	15	7	6	15	7	2	3	5	4	18	25	6	4	39	5	2	24	2	7	2	4	14	11	7	5	2	3	4	10	13	4	10	5	9	4	14	6	4	34	19	5	10	5	10	10	11	10	10	4	6	3	4	11	10	2	2	13	17	15	3	12	11	6	4	4	10	6	4	6	3	20	9	11	9	0	1	29	4	4	6	2	10	4	4	6	4	6	4	3	5	10	3	5	3	11	16	12	4	2	6	4	4	5	0	17	14	1	9	2	12	3	5	10	20	2	10	5	6	31	3	8	4	8	14	4	5	11	5	2	15	19	7	4	4	5	20	2	22	9	1	6	7	6	1096	2	10	10	13	5	14	9	6	4	4	21	4	5	12	4	4	7	17	11	12	16	11	10	0	15	4	1	10	5
Ins(5,):R1	22	3	1	2	1	2	2	14	19	18	9	49	12	3	2	12	8	7	4	9	20	12	4	5	3	4	5	3	9	45	2	2	4	3	4	8	3	10	4	4	11	7	12	30	5	1	0	2	1	9	23	4	9	2	22	9	8	3	2	4	3	3	27	4	3	3	13	4	6	4	2	12	3	13	5	10	3	3	6	12	6	2	15	5	5	2	2	10	5	3	9	4	4	5	10	5	15	5	2	12	14	11	25	14	11	2	8	14	6	2	3	3	8	10	10	4	9	2	3	7	1	7	1	8	7	21	4	12	9	3	8	3	11	6	5	4	3	7	11	6	3	16	9	6	7	11	2	6	7	25	11	10	3	4	1	7	4	0	12	5	11	6	11	14	4	4	1	7	10	14	22	3	3	16	0	5	13	4	14	4	9	11	11	3	2	7	2	3	5	12	4	15	3	19	6	6	0	2	21	12	4	1	10	5	13	15	8	8	7	3	4	2	11	13	2	1	7	8	11	7	21	9	4	7	3	9	2	2	6	5	1	9	9	12	2	6	33	5	3	3	7	3	6	1	5	5	2	1	6	6	8	4	3	3	5	28	27	8	2	5	1	1	7	3	24	8	3	10	3	3	1	1	2	16	2	9	0	4	32	4	6	6	2	23	7	3	7	13	2	10	17	6	2	2	8	8	5	63	13	3	6	7	2	22	4	18	10	5	10	6	6	3	0	5	21	2	2	9	4	1	13	4	7	13	9	5	2	0	14	2	6	13	3
Ins(2,):R(2,4)	21	2	4	2	1	4	5	5	17	14	16	19	8	8	7	15	22	22	6	3	271	11	4	8	7	4	7	11	12	233	7	4	4	5	2	15	7	5	9	0	7	9	6	23	2	3	5	4	7	11	55	4	5	1	20	10	28	2	2	2	5	4	28	13	7	2	5	9	5	7	8	5	4	17	5	7	2	5	30	9	1	4	21	3	7	3	1	22	12	5	15	18	5	5	10	3	35	5	5	25	14	5	18	12	27	3	18	25	3	2	7	1	6	6	6	3	19	41	6	5	2	4	8	19	5	26	7	17	9	3	10	8	10	5	2	13	8	3	16	6	3	15	11	3	6	5	1	1	12	46	11	19	5	4	3	14	8	1	7	8	20	5	4	21	3	7	4	7	5	16	29	3	5	46	2	3	22	2	11	1	19	19	10	2	5	11	5	1	9	17	2	15	13	10	2	12	6	1	19	16	2	14	5	8	15	8	10	15	5	10	2	5	12	27	6	4	9	34	15	6	18	6	8	7	6	6	7	5	5	3	223	7	15	10	1	2	23	3	3	2	9	9	5	7	9	6	3	3	7	9	15	1	3	7	9	18	15	6	5	6	3	1	11	4	18	15	7	8	6	13	4	5	0	18	0	8	6	11	51	2	8	4	3	18	6	3	5	12	4	15	26	8	5	3	10	20	2	24	11	1	3	2	5	368	4	10	11	11	5	9	7	7	5	4	14	2	2	10	13	3	12	109	12	20	14	8	6	3	21	4	1	11	8
Ins(2,):R(5,)	76	2	0	1	1	0	6	0	17	13	19	36	22	2	15	28	67	173	8	19	1536	19	13	5	9	2	8	21	21	931	14	2	9	8	2	17	1	14	13	4	2	14	8	50	1	2	4	3	3	29	38	3	13	2	19	6	50	2	1	3	5	3	76	17	21	2	5	9	9	8	7	3	10	28	6	11	3	2	40	24	3	5	14	6	6	5	3	67	12	1	33	37	17	8	16	1	24	6	7	19	31	11	52	23	40	7	19	15	2	6	4	0	14	15	24	5	10	39	4	3	1	18	5	21	4	101	2	21	12	3	35	5	21	9	1	38	15	12	22	5	0	56	39	1	12	8	4	2	11	65	23	78	4	2	2	33	6	4	6	16	44	4	10	69	11	10	10	8	13	10	98	5	3	16	2	4	64	3	19	2	21	22	30	2	31	22	0	2	20	28	1	11	21	7	15	13	1	3	56	15	10	8	15	12	9	17	9	35	1	20	4	2	54	31	0	7	18	22	20	3	34	13	9	21	8	18	17	7	5	4	1009	22	47	22	2	1	68	4	1	4	11	11	4	10	4	5	2	3	4	27	14	5	4	1	4	44	32	4	1	0	3	1	19	3	60	23	4	14	4	8	3	7	15	11	0	12	0	19	75	2	9	11	6	47	4	16	8	14	6	42	91	24	0	9	12	49	5	48	31	2	1	7	6	22	11	17	27	33	9	11	2	9	2	2	30	2	4	43	16	5	21	624	32	38	33	32	20	0	31	5	6	5	10
Del(2,5):M1	237	12	3	2	1	7	2	5	15	35	18	16	25	38	32	23	21	31	14	12	257	22	12	7	5	6	12	11	25	301	17	0	11	8	2	494	7	8	13	10	6	10	278	20	8	4	15	3	9	25	101	11	13	4	56	16	20	1	7	4	24	5	27	16	10	13	43	13	8	20	7	9	10	29	3	24	6	6	54	14	9	8	37	6	8	7	13	12	21	5	53	25	13	5	34	4	37	4	8	51	40	15	18	37	36	7	12	36	2	15	7	12	7	16	17	9	22	20	12	26	5	27	29	31	10	34	9	27	14	7	8	14	15	6	11	12	13	13	32	8	7	15	15	8	13	15	4	9	14	57	32	14	18	3	20	6	13	9	8	10	14	10	21	16	14	2	9	6	11	28	31	7	8	76	6	7	34	5	21	10	25	499	29	14	15	11	6	2	7	35	6	35	11	39	19	21	4	5	52	56	10	77	18	7	35	21	16	25	8	8	5	3	17	15	5	4	20	47	497	9	52	19	8	5	9	15	10	9	8	3	181	5	39	26	4	6	62	8	7	11	6	123	11	5	6	6	6	7	19	18	39	4	6	7	46	25	18	13	3	5	5	2	11	5	20	26	4	13	8	29	6	7	7	56	4	13	11	8	67	6	25	6	8	34	1	6	55	8	7	12	21	13	8	9	10	58	3	51	12	4	9	5	7	258	7	10	21	21	23	11	12	2	2	18	23	4	4	11	14	9	37	122	17	19	18	10	12	6	17	6	9	14	9
Del(3,5):M2	71	6	1	4	0	2	1	9	27	12	13	9	15	21	26	18	24	59	3	6	185	13	6	4	3	6	8	5	16	202	4	5	6	9	1	94	6	12	4	3	7	6	45	20	4	6	5	2	3	21	20	9	4	3	30	20	16	2	4	5	9	5	25	15	2	4	13	11	7	8	4	9	12	18	5	13	6	3	24	9	11	8	15	6	6	8	11	16	5	3	25	7	5	9	16	7	18	4	4	11	23	10	13	20	22	6	6	19	4	5	3	1	10	15	10	3	12	4	0	16	1	21	19	22	2	23	8	18	15	3	7	4	3	3	6	7	11	8	20	8	0	10	22	8	6	6	2	2	14	53	24	12	14	6	6	3	12	7	6	7	14	3	7	18	10	2	9	5	8	13	24	9	11	25	7	3	32	1	13	17	31	94	18	9	6	16	1	2	8	24	10	9	11	33	9	15	3	3	27	12	11	24	9	13	9	15	6	8	6	6	5	4	17	19	4	4	11	14	100	9	33	11	6	7	4	14	17	7	8	9	135	11	56	10	2	7	24	4	5	4	9	20	5	5	11	3	3	3	4	12	22	2	5	3	21	15	13	8	2	4	3	2	10	9	24	24	2	10	5	15	6	4	7	10	4	11	6	14	23	6	9	3	6	15	1	7	14	5	12	13	26	10	4	9	13	28	4	27	11	5	4	5	3	116	3	17	24	38	7	6	4	6	0	8	13	2	0	11	8	8	26	195	7	22	4	5	9	2	11	2	3	4	6
Del(4,5):M(3,4)	67	7	1	2	1	1	1	5	3	3	7	2	7	10	18	9	4	19	2	0	73	2	8	5	5	1	8	3	8	56	3	2	1	4	2	94	4	13	4	4	0	3	38	12	3	1	6	2	1	10	16	5	7	2	15	9	8	2	3	9	4	0	13	4	4	2	7	4	5	6	4	5	1	8	0	14	2	2	10	7	4	3	6	3	3	6	5	6	3	2	14	3	4	6	9	4	11	2	4	4	16	6	8	6	15	1	6	9	3	7	5	2	8	2	4	3	9	8	5	4	4	13	5	5	1	11	2	1	7	5	3	7	4	4	2	5	5	7	8	9	1	4	8	3	5	6	1	3	2	30	10	8	7	3	4	3	14	4	4	4	5	3	6	7	2	2	4	3	3	5	10	4	4	7	6	6	9	1	14	8	12	97	7	8	1	4	1	2	6	16	7	7	9	25	6	2	1	3	9	9	1	13	6	8	7	11	7	14	4	1	1	1	6	6	0	2	5	11	97	4	11	1	4	9	3	6	6	5	8	6	57	3	32	9	0	2	8	1	11	10	6	9	2	3	4	4	2	2	2	3	5	1	3	2	4	9	5	5	1	2	3	6	5	2	18	12	1	5	2	9	4	5	4	5	0	5	5	6	23	1	8	3	8	9	2	8	8	3	7	6	10	7	1	3	4	8	5	21	7	3	1	2	3	32	8	6	4	16	8	3	0	2	1	3	8	1	0	6	5	3	11	104	4	5	5	5	2	1	10	2	5	9	4
Del(6,):M1	43	7	3	2	4	5	12	12	42	48	26	20	46	62	14	14	12	30	11	8	71	15	23	33	10	9	20	17	30	239	12	7	11	8	6	33	11	15	14	8	21	13	19	20	11	11	23	5	17	22	57	12	13	5	50	91	20	5	14	5	31	9	13	11	3	7	56	21	8	6	8	37	16	48	6	7	14	9	54	28	20	15	41	7	14	21	17	28	19	2	70	12	6	14	55	7	44	1	9	53	83	17	26	78	51	12	25	34	9	12	2	12	7	16	8	10	16	13	6	17	11	56	49	32	5	31	12	48	47	14	8	17	9	11	13	8	12	15	50	3	7	12	19	34	16	18	6	6	5	27	29	11	45	9	34	9	11	11	10	4	11	17	27	26	17	11	7	14	16	31	29	12	9	23	19	7	34	6	15	15	43	33	29	10	13	11	4	2	20	39	5	52	11	89	15	4	5	14	98	53	19	31	20	15	56	27	18	16	9	12	11	15	22	22	4	3	15	27	34	6	69	13	12	13	9	18	6	7	10	7	65	5	148	19	4	3	18	4	8	5	8	20	16	18	10	16	3	8	22	6	48	7	9	11	75	17	15	9	3	5	4	4	4	7	26	62	6	13	6	60	3	9	7	21	8	37	4	8	35	12	16	3	8	16	18	9	54	6	12	10	17	15	7	18	4	87	11	92	15	13	21	6	7	206	20	23	10	11	22	26	3	10	3	20	16	2	8	10	5	19	15	11	19	7	9	8	5	5	32	3	15	11	16
Del(6,):M2	45	3	1	5	0	1	5	7	33	25	27	15	34	49	14	12	16	14	7	6	11	11	2	12	4	8	17	7	25	114	4	3	2	8	2	21	5	16	11	4	13	9	12	13	6	3	21	0	26	6	48	11	15	3	46	148	10	3	8	8	18	2	9	14	12	7	52	4	7	7	4	23	16	28	6	10	6	8	40	17	8	11	32	5	5	9	8	24	28	4	36	5	4	14	33	3	29	2	6	38	163	21	23	54	64	2	18	20	9	5	3	11	10	14	10	5	10	4	4	15	5	105	25	39	3	22	10	25	75	7	8	11	7	11	5	6	7	8	27	4	2	9	20	18	13	19	5	2	14	17	25	9	92	2	12	8	4	6	5	7	9	12	13	14	13	6	6	8	14	34	26	3	2	18	13	4	17	7	10	5	95	34	20	10	3	11	4	7	11	41	5	28	6	161	6	13	5	2	69	23	8	27	25	7	28	20	6	11	3	2	8	9	11	22	5	4	18	22	24	7	65	6	3	7	9	15	9	7	6	3	19	4	197	26	1	6	22	7	4	6	3	17	8	5	9	10	4	4	10	8	43	1	6	3	48	15	9	3	4	4	2	2	6	6	20	37	7	11	7	33	3	2	4	9	1	33	3	5	20	9	12	7	11	13	10	8	31	8	7	3	8	12	8	9	7	88	2	58	13	4	12	9	2	217	13	21	7	4	12	10	3	6	0	27	18	1	2	7	13	15	6	8	14	16	4	6	5	1	17	9	5	13	6
Del(6,):M3	18	2	0	2	0	0	4	5	19	15	14	9	14	19	15	8	9	9	3	4	16	8	3	6	1	6	16	2	11	66	5	1	2	3	2	16	2	4	4	3	8	3	6	8	3	1	11	2	6	6	21	2	9	2	25	96	12	1	7	1	6	4	11	7	3	4	21	0	3	4	2	8	4	22	2	4	4	5	28	17	9	6	14	7	6	0	1	10	23	1	16	7	5	5	14	0	12	1	2	15	119	12	15	21	45	1	11	16	6	3	0	8	2	10	8	3	4	2	1	5	3	82	6	26	2	15	1	11	58	1	6	6	5	5	3	3	3	10	15	2	0	5	10	5	6	9	2	1	1	12	11	6	49	4	7	1	10	5	3	5	3	7	4	8	7	2	4	4	7	18	16	2	2	8	7	0	13	4	7	3	60	14	5	9	7	10	1	0	4	9	3	24	4	108	4	1	1	2	32	20	8	15	6	6	24	6	7	9	2	2	0	0	2	15	0	2	8	15	15	2	16	3	2	5	1	10	3	3	4	2	9	3	148	8	1	3	6	0	3	6	4	8	2	6	1	3	0	3	7	8	19	3	2	3	19	4	7	5	2	1	3	1	4	2	15	26	2	5	3	14	3	1	2	15	1	17	1	10	16	3	7	2	3	6	7	1	16	6	2	6	2	10	5	5	3	37	0	26	5	3	5	1	1	119	3	20	5	3	7	6	3	1	2	9	16	0	2	5	8	5	8	9	7	8	10	3	10	1	12	4	2	4	5
Del(6,):M(4,)	33	3	3	0	3	2	3	2	20	18	17	14	8	11	7	11	28	9	6	6	32	6	5	6	2	8	12	9	13	75	6	4	1	8	1	21	4	26	9	9	11	3	11	10	4	1	14	3	8	8	36	8	13	4	28	100	25	2	7	2	12	3	17	11	7	1	23	9	7	4	6	12	2	22	1	13	7	2	45	17	12	6	10	7	3	5	3	19	22	2	16	9	5	4	10	7	20	1	0	20	115	16	20	34	50	5	8	11	6	2	4	5	9	6	6	3	8	6	2	9	3	93	12	37	3	24	6	12	63	6	7	3	10	7	5	12	11	2	12	3	2	12	15	2	7	12	4	4	6	31	11	9	63	4	12	2	12	4	2	8	17	7	11	13	8	4	5	7	8	22	26	0	5	18	8	4	30	0	6	1	68	19	13	4	4	11	2	1	13	27	1	20	10	117	10	5	0	2	27	17	8	11	9	5	19	17	6	18	6	4	3	2	13	23	1	4	9	19	25	1	20	11	3	4	2	20	4	5	2	3	27	2	166	13	3	5	23	2	3	11	10	12	6	9	4	4	3	3	9	11	18	2	0	5	18	17	12	12	4	3	4	3	10	3	18	29	1	9	3	8	2	2	10	11	4	20	3	7	27	6	4	3	5	10	11	5	16	5	4	16	16	12	7	7	5	33	0	22	9	4	6	2	5	95	3	21	14	6	10	8	4	5	0	6	20	1	0	4	8	5	11	15	10	16	9	5	12	4	14	2	2	8	16
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
